id;lat;lon;cidade;uf
3295;   -22.93;   -52.68;                           GUAIRACA;    PR
3296;   -25.19;    -50.8;                         GUAMIRANGA;    PR
3297;   -23.51;   -50.04;                          GUAPIRAMA;    PR
3298;   -23.34;   -52.77;                          GUAPOREMA;    PR
3299;   -22.97;   -51.65;                            GUARACI;    PR
3300;    -25.1;   -52.87;                         GUARANIACU;    PR
3301;   -25.39;   -51.45;                         GUARAPUAVA;    PR
3302;    -25.3;   -48.32;                       GUARAQUECABA;    PR
3303;   -25.88;   -48.57;                          GUARATUBA;    PR
3304;   -26.14;   -52.38;                      HONORIO SERPA;    PR
3305;   -23.84;   -50.18;                             IBAITI;    PR
3306;    -25.1;   -53.01;                              IBEMA;    PR
3307;   -23.26;   -51.04;                            IBIPORA;    PR
3308;   -23.39;   -53.61;                           ICARAIMA;    PR
3309;   -23.19;   -51.82;                           IGUARACU;    PR
3310;   -24.64;   -53.13;                             IGUATU;    PR
3311;   -24.44;   -50.76;                              IMBAU;    PR
3312;   -25.23;    -50.6;                           IMBITUVA;    PR
3313;   -25.57;   -51.07;                     INACIO MARTINS;    PR
3314;   -22.74;   -52.19;                              INAJA;    PR
3315;   -23.47;   -52.69;                       INDIANOPOLIS;    PR
3316;   -25.02;   -50.58;                           IPIRANGA;    PR
3317;-24;    -53.7;                              IPORA;    PR
3318;   -24.42;   -53.35;                   IRACEMA DO OESTE;    PR
3319;   -25.46;   -50.65;                              IRATI;    PR
3320;   -24.42;    -52.1;                            IRETAMA;    PR
3321;   -22.61;   -51.96;                           ITAGUAJE;    PR
3322;   -25.13;    -54.3;                       ITAIPULANDIA;    PR
3323;   -23.01;    -50.4;                         ITAMBARACA;    PR
3324;   -23.66;   -51.99;                             ITAMBE;    PR
3325;   -25.96;   -52.81;               'ITAPEJARA D''OESTE';    PR
3326;   -25.22;   -49.34;                          ITAPERUCU;    PR
3327;   -22.73;   -52.88;                      ITAUNA DO SUL;    PR
3328;   -25.01;   -50.85;                               IVAI;    PR
3329;   -24.24;   -51.68;                           IVAIPORA;    PR
3330;    -23.4;   -53.36;                              IVATE;    PR
3331;   -23.61;   -52.22;                            IVATUBA;    PR
3332;   -23.74;   -50.07;                             JABOTI;    PR
3333;   -23.16;   -49.96;                        JACAREZINHO;    PR
3334;   -23.11;   -51.53;                          JAGUAPITA;    PR
3335;   -24.25;    -49.7;                        JAGUARIAIVA;    PR
3336;    -23.6;   -51.64;                     JANDAIA DO SUL;    PR
3337;   -24.14;   -52.78;                         JANIOPOLIS;    PR
3338;   -23.81;   -50.13;                             JAPIRA;    PR
3339;   -23.47;   -52.55;                             JAPURA;    PR
3340;   -24.17;   -51.69;                      JARDIM ALEGRE;    PR
3341;   -22.54;   -52.06;                      JARDIM OLINDA;    PR
3342;   -23.25;   -50.98;                         JATAIZINHO;    PR
3343;   -24.38;   -53.38;                           JESUITAS;    PR
3344;   -23.49;    -49.9;                     JOAQUIM TAVORA;    PR
3345;   -23.43;   -50.24;                     JUNDIAI DO SUL;    PR
3346;   -24.42;   -52.84;                            JURANDA;    PR
3347;   -23.62;   -52.46;                            JUSSARA;    PR
3348;   -23.81;   -51.66;                             KALORE;    PR
3349;   -25.77;   -49.71;                               LAPA;    PR
3350;   -24.88;   -52.46;                           LARANJAL;    PR
3351;    -25.4;   -52.41;                 LARANJEIRAS DO SUL;    PR
3352;   -23.08;   -50.75;                           LEOPOLIS;    PR
3353;    -24.1;   -51.65;                       LIDIANOPOLIS;    PR
3354;   -25.26;   -53.57;                          LINDOESTE;    PR
3355;   -22.92;   -53.13;                             LOANDA;    PR
3356;-23;   -51.95;                             LOBATO;    PR
3357;   -23.31;   -51.16;                           LONDRINA;    PR
3358;   -24.28;   -52.27;                           LUIZIANA;    PR
3359;   -24.07;   -51.73;                         LUNARDELLI;    PR
3360;   -22.75;   -51.65;                       LUPIONOPOLIS;    PR
3361;   -25.87;   -50.82;                             MALLET;    PR
3362;   -24.31;   -52.53;                            MAMBORE;    PR
3363;   -23.34;   -52.09;                         MANDAGUACU;    PR
3364;   -23.54;   -51.67;                         MANDAGUARI;    PR
3365;   -25.77;   -49.32;                        MANDIRITUBA;    PR
3366;   -26.14;   -53.31;                      MANFRINOPOLIS;    PR
3367;   -25.94;   -52.17;                       MANGUEIRINHA;    PR
3368;   -24.51;   -51.66;                       MANOEL RIBAS;    PR
3369;   -24.55;   -54.05;            MARECHAL CANDIDO RONDON;    PR
3370;   -23.61;    -53.2;                       MARIA HELENA;    PR
3371;   -23.48;   -51.79;                           MARIALVA;    PR
3372;   -23.74;    -51.3;                  MARILANDIA DO SUL;    PR
3373;   -22.73;   -53.04;                           MARILENA;    PR
3374;-24;   -53.14;                            MARILUZ;    PR
3375;   -23.42;   -51.93;                            MARINGA;    PR
3376;   -26.35;   -52.55;                         MARIOPOLIS;    PR
3377;   -24.41;   -53.83;                             MARIPA;    PR
3378;   -26.14;   -53.02;                         MARMELEIRO;    PR
3379;   -25.11;   -52.25;                          MARQUINHO;    PR
3380;    -23.7;   -51.63;                            MARUMBI;    PR
3381;   -25.24;   -53.99;                         MATELANDIA;    PR
3382;   -25.81;   -48.54;                           MATINHOS;    PR
3383;    -24.7;   -52.14;                          MATO RICO;    PR
3384;    -23.9;   -51.22;                      MAUA DA SERRA;    PR
3385;   -25.29;   -54.09;                         MEDIANEIRA;    PR
3386;   -24.45;   -54.16;                           MERCEDES;    PR
3387;   -23.25;   -52.77;                            MIRADOR;    PR
3388;   -22.96;   -51.45;                          MIRASELVA;    PR
3389;   -25.09;   -54.24;                             MISSAL;    PR
3390;   -24.06;-53;                      MOREIRA SALES;    PR
3391;   -25.47;   -48.83;                           MORRETES;    PR
3392;   -23.14;   -51.77;                     MUNHOZ DE MELO;    PR
3393;   -22.91;   -51.79;           NOSSA SENHORA DAS GRACAS;    PR
3394;   -23.17;    -52.6;               NOVA ALIANCA DO IVAI;    PR
3395;   -23.33;   -50.71;             NOVA AMERICA DA COLINA;    PR
3396;   -24.52;   -53.25;                        NOVA AURORA;    PR
3397;   -24.67;   -52.56;                         NOVA CANTU;    PR
3398;   -23.18;    -52.2;                     NOVA ESPERANCA;    PR
3399;    -25.9;   -53.26;         NOVA ESPERANCA DO SUDOESTE;    PR
3400;   -23.43;   -50.56;                        NOVA FATIMA;    PR
3401;    -25.3;   -52.54;                   NOVA LARANJEIRAS;    PR
3402;   -22.76;   -52.98;                      NOVA LONDRINA;    PR
3403;   -23.47;   -53.08;                       NOVA OLIMPIA;    PR
3404;   -25.63;   -53.34;               NOVA PRATA DO IGUACU;    PR
3405;   -23.59;   -50.72;                 NOVA SANTA BARBARA;    PR
3406;   -24.46;   -53.95;                    NOVA SANTA ROSA;    PR
3407;   -24.43;   -51.94;                         NOVA TEBAS;    PR
3408;   -23.76;    -51.5;                     NOVO ITACOLOMI;    PR
3409;    -24.2;   -50.94;                         ORTIGUEIRA;    PR
3410;    -23.4;   -52.19;                           OURIZONA;    PR
3411;    -24.8;    -53.9;                OURO VERDE DO OESTE;    PR
3412;   -23.45;   -52.04;                           PAICANDU;    PR
3413;   -26.48;   -51.99;                             PALMAS;    PR
3414;   -25.42;-50;                           PALMEIRA;    PR
3415;   -24.89;    -52.2;                           PALMITAL;    PR
3416;   -24.28;   -53.84;                           PALOTINA;    PR
3417;   -23.28;    -52.6;                   PARAISO DO NORTE;    PR
3418;   -22.93;   -52.15;                         PARANACITY;    PR
3419;   -25.52;    -48.5;                          PARANAGUA;    PR
3420;   -22.63;   -52.09;                        PARANAPOEMA;    PR
3421;   -23.07;   -52.46;                          PARANAVAI;    PR
3422;   -24.62;   -54.22;                       PATO BRAGADO;    PR
3423;   -26.22;   -52.67;                        PATO BRANCO;    PR
3424;    -26.2;   -50.93;                      PAULA FREITAS;    PR
3425;   -26.04;   -50.83;                      PAULO FRONTIN;    PR
3426;   -23.91;   -52.34;                            PEABIRU;    PR
3427;   -23.89;   -53.41;                            PEROBAL;    PR
3428;    -23.8;   -53.68;                             PEROLA;    PR
3429;   -25.82;   -53.74;                  'PEROLA D''OESTE';    PR
3430;   -26.09;   -49.42;                               PIEN;    PR
3431;   -25.44;   -49.19;                            PINHAIS;    PR
3432;   -26.03;   -53.48;                PINHAL DE SAO BENTO;    PR
3433;   -23.79;   -50.05;                           PINHALAO;    PR
3434;   -25.69;   -51.66;                             PINHAO;    PR
3435;   -24.52;   -49.94;                       PIRAI DO SUL;    PR
3436;   -25.44;   -49.06;                          PIRAQUARA;    PR
3437;   -24.75;   -51.76;                            PITANGA;    PR
3438;   -23.23;   -51.58;                       PITANGUEIRAS;    PR
3439;-23;   -52.91;               PLANALTINA DO PARANA;    PR
3440;   -25.71;   -53.76;                           PLANALTO;    PR
3441;   -25.09;   -50.16;                       PONTA GROSSA;    PR
3442;   -25.67;   -48.51;                   PONTAL DO PARANA;    PR
3443;   -22.75;   -51.37;                           PORECATU;    PR
3444;   -25.54;   -49.89;                     PORTO AMAZONAS;    PR
3445;   -25.54;    -52.4;                     PORTO BARREIRO;    PR
3446;   -22.77;   -53.26;                         PORTO RICO;    PR
3447;   -26.16;   -51.23;                      PORTO VITORIA;    PR
3448;   -23.03;   -51.44;                     PRADO FERREIRA;    PR
3449;   -26.02;   -53.74;                          PRANCHITA;    PR
3450;   -23.27;   -52.15;          PRESIDENTE CASTELO BRANCO;    PR
3451;   -22.85;   -51.02;                   PRIMEIRO DE MAIO;    PR
3452;   -25.21;   -50.97;                      PRUDENTOPOLIS;    PR
3453;   -24.27;   -53.07;                  QUARTO CENTENARIO;    PR
3454;   -23.56;   -49.91;                           QUATIGUA;    PR
3455;   -25.36;   -49.07;                      QUATRO BARRAS;    PR
3456;   -24.57;   -53.97;                      QUATRO PONTES;    PR
3457;   -25.45;    -52.9;                   QUEDAS DO IGUACU;    PR
3458;   -23.08;   -53.48;                 QUERENCIA DO NORTE;    PR
3459;   -23.85;   -52.13;                      QUINTA DO SOL;    PR
3460;   -25.87;   -49.49;                        QUITANDINHA;    PR
3461;   -25.12;   -54.02;                         RAMILANDIA;    PR
3462;   -23.07;   -50.91;                      RANCHO ALEGRE;    PR
3463;    -24.3;   -52.95;           'RANCHO ALEGRE D''OESTE';    PR
3464;   -25.76;   -53.52;                            REALEZA;    PR
3465;   -25.62;   -50.69;                           REBOUCAS;    PR
3466;   -26.15;   -52.96;                         RENASCENCA;    PR
3467;   -24.65;   -50.85;                            RESERVA;    PR
3468;   -25.83;   -52.02;                  RESERVA DO IGUACU;    PR
3469;   -23.19;   -49.75;                     RIBEIRAO CLARO;    PR
3470;    -23.4;   -50.35;                 RIBEIRAO DO PINHAL;    PR
3471;   -25.73;   -50.79;                           RIO AZUL;    PR
3472;   -23.76;   -51.41;                            RIO BOM;    PR
3473;   -25.49;   -52.52;               RIO BONITO DO IGUACU;    PR
3474;   -24.32;   -51.31;                 RIO BRANCO DO IVAI;    PR
3475;   -25.19;   -49.31;                  RIO BRANCO DO SUL;    PR
3476;    -26.1;   -49.79;                          RIO NEGRO;    PR
3477;   -23.31;   -51.36;                           ROLANDIA;    PR
3478;    -24.6;   -52.27;                           RONCADOR;    PR
3479;   -23.41;   -52.76;                             RONDON;    PR
3480;   -24.27;   -51.27;                    ROSARIO DO IVAI;    PR
3481;   -23.31;   -51.55;                           SABAUDIA;    PR
3482;   -26.17;   -53.36;                      SALGADO FILHO;    PR
3483;    -23.6;   -49.62;                   SALTO DO ITARARE;    PR
3484;   -25.78;    -53.3;                    SALTO DO LONTRA;    PR
3485;   -23.26;   -50.42;                       SANTA AMELIA;    PR
3486;   -23.51;   -50.78;             SANTA CECILIA DO PAVAO;    PR
3487;   -22.95;   -53.29;        SANTA CRUZ DE MONTE CASTELO;    PR
3488;   -23.03;    -51.8;                           SANTA FE;    PR
3489;   -24.86;   -54.33;                       SANTA HELENA;    PR
3490;   -22.63;    -51.9;                         SANTA INES;    PR
3491;-23;   -53.19;               SANTA ISABEL DO IVAI;    PR
3492;   -25.82;   -53.48;              SANTA IZABEL DO OESTE;    PR
3493;    -25.4;   -53.56;                        SANTA LUCIA;    PR
3494;   -24.93;   -51.86;               SANTA MARIA DO OESTE;    PR
3495;   -23.15;   -50.51;                      SANTA MARIANA;    PR
3496;    -23.1;    -53.1;                       SANTA MONICA;    PR
3497;   -25.05;   -53.63;              SANTA TEREZA DO OESTE;    PR
3498;   -25.36;   -54.48;          SANTA TEREZINHA DE ITAIPU;    PR
3499;   -23.75;   -49.62;                 SANTANA DO ITARARE;    PR
3500;   -23.29;   -50.07;           SANTO ANTONIO DA PLATINA;    PR
3501;   -22.73;   -52.34;             SANTO ANTONIO DO CAIUA;    PR
3502;   -23.49;   -50.64;           SANTO ANTONIO DO PARAISO;    PR
3503;   -26.07;   -53.72;          SANTO ANTONIO DO SUDOESTE;    PR
3504;   -22.69;   -51.79;                       SANTO INACIO;    PR
3505;   -23.31;   -52.47;                 SAO CARLOS DO IVAI;    PR
3506;   -23.72;   -50.74;              SAO JERONIMO DA SERRA;    PR
3507;   -25.82;   -52.72;                           SAO JOAO;    PR
3508;   -22.85;   -52.33;                  SAO JOAO DO CAIUA;    PR
3509;   -23.98;   -51.81;                   SAO JOAO DO IVAI;    PR
3510;   -25.68;   -50.29;                SAO JOAO DO TRIUNFO;    PR
3511;   -23.43;   -52.29;                  SAO JORGE DO IVAI;    PR
3512;   -23.74;   -53.92;            SAO JORGE DO PATROCINIO;    PR
3513;    -25.7;   -52.91;               'SAO JORGE D''OESTE';    PR
